token	corpus size	all contexts size	frequency	co-frequency	specificity
필요성을	29603	12835	3	3	1.09
이론	29603	12835	3	3	1.09
교육만으로	29603	12835	3	3	1.09
느끼기	29603	12835	3	3	1.09
교육으로의	29603	12835	3	3	1.09
필요함을	29603	12835	3	3	1.09
현장부터	29603	12835	3	3	1.09
바뀌어야	29603	12835	3	3	1.09
성공하려면	29603	12835	3	3	1.09
살펴봤다	29603	12835	3	3	1.09
있나	29603	12835	3	3	1.09
원씩으로	29603	12835	3	3	1.09
인상됐다	29603	12835	3	3	1.09
유의미한	29603	12835	3	3	1.09
변화다	29603	12835	3	3	1.09
고려하지	29603	12835	3	3	1.09
금액	29603	12835	3	3	1.09
최소	29603	12835	3	3	1.09
지원되지만	29603	12835	3	3	1.09
합쳐도	29603	12835	3	3	1.09
근로를	29603	12835	3	3	1.09
병행하지	29603	12835	3	3	1.09
광역	29603	12835	3	3	1.09
당초	29603	12835	3	3	1.09
목표했던	29603	12835	3	3	1.09
시도	29603	12835	3	3	1.09
종료되면서	29603	12835	3	3	1.09
상담과	29603	12835	3	3	1.09
무력감을	29603	12835	3	3	1.09
느끼며	29603	12835	3	3	1.09
떨어지는	29603	12835	3	3	1.09
경향이	29603	12835	3	3	1.09
훗날	29603	12835	3	3	1.09
방해한다	29603	12835	3	3	1.09
보육원에서	29603	12835	3	3	1.09
진행되는	29603	12835	3	3	1.09
지나치게	29603	12835	3	3	1.09
형식적이라는	29603	12835	3	3	1.09
지적됐다	29603	12835	3	3	1.09
진부할	29603	12835	3	3	1.09
뿐만	29603	12835	3	3	1.09
개발하는	29603	12835	3	3	1.09
관건이다	29603	12835	3	3	1.09
법안에	29603	12835	3	3	1.09
포함된	29603	12835	3	3	1.09
전문성도	29603	12835	3	3	1.09
떨어지기에	29603	12835	3	3	1.09
보강은	29603	12835	3	3	1.09
종료를	29603	12835	3	3	1.09
지내며	29603	12835	3	3	1.09
자립전담기관을	29603	12835	3	3	1.09
멘토를	29603	12835	3	3	1.09
연결시킬	29603	12835	3	3	1.09
발굴과	29603	12835	3	3	1.09
출신을	29603	12835	3	3	1.09
공개하는	29603	12835	3	3	1.09
교육은	29603	12835	3	3	1.09
전담인력은	29603	12835	3	3	1.09
강화에	29603	12835	3	3	1.09
고립될	29603	12835	3	3	1.09
생활센터가	29603	12835	3	3	1.09
활발하게	29603	12835	3	3	1.09
걸	29603	12835	3	3	1.09
꾸준하게	29603	12835	3	3	1.09
되고	29603	12835	3	3	1.09
생활은	29603	12835	3	3	1.09
흔히	29603	12835	3	3	1.09
가정이나	29603	12835	3	3	1.09
이동한다는	29603	12835	3	3	1.09
이어서	29603	12835	3	3	1.09
계획이라는	29603	12835	3	3	1.09
계획들을	29603	12835	3	3	1.09
발표하면서	29603	12835	3	3	1.09
관련된	29603	12835	3	3	1.09
목소리도	29603	12835	3	3	1.09
요구하시고	29603	12835	3	3	1.09
유지돼	29603	12835	3	3	1.09
부분	29603	12835	3	3	1.09
낮	29603	12835	3	3	1.09
지원들을	29603	12835	3	3	1.09
이렇게까지	29603	12835	3	3	1.09
이어오셨다는	29603	12835	3	3	1.09
박사	29603	12835	3	3	1.09
학위도	29603	12835	3	3	1.09
받으셨습니다	29603	12835	3	3	1.09
끝으로	29603	12835	3	3	1.09
관련해서	29603	12835	3	3	1.09
청취자들께	29603	12835	3	3	1.09
싶은	29603	12835	3	3	1.09
말씀이	29603	12835	3	3	1.09
있으실까요	29603	12835	3	3	1.09
박사님으로서	29603	12835	3	3	1.09
장애인에게	29603	12835	3	3	1.09
민주주의의	29603	12835	3	3	1.09
인센티브를	29603	12835	19	11	1.09
구축	29603	12835	17	10	1.07
시설에	29603	12835	15	9	1.05
실시하고	29603	12835	15	9	1.05
대구사람장애인자립생활센터	29603	12835	15	9	1.05
또	29603	12835	55	26	1.04
재생에너지	29603	12835	13	8	1.03
등의	29603	12835	13	8	1.03
이라고	29603	12835	13	8	1.03
다양한	29603	12835	48	23	1.03
대	29603	12835	29	15	1.01
추진	29603	12835	11	7	1.01
없이	29603	12835	11	7	1.01
등급을	29603	12835	11	7	1.01
점에서	29603	12835	11	7	1.01
기업	29603	12835	5	4	1.00
직업	29603	12835	5	4	1.00
총	29603	12835	5	4	1.00
청소년쉼터	29603	12835	5	4	1.00
보건복지부에서	29603	12835	5	4	1.00
인력	29603	12835	5	4	1.00
영역에서	29603	12835	5	4	1.00
장애와	29603	12835	5	4	1.00
참여한	29603	12835	5	4	1.00
지원금	29603	12835	5	4	1.00
프로그램은	29603	12835	5	4	1.00
이후에도	29603	12835	5	4	1.00
자립지원관	29603	12835	5	4	1.00
집을	29603	12835	5	4	1.00
머물	29603	12835	5	4	1.00
차별	29603	12835	5	4	1.00
충분한	29603	12835	5	4	1.00
보호조치	29603	12835	5	4	1.00
e	29603	12835	5	4	1.00
결합	29603	12835	5	4	1.00
분석	29603	12835	5	4	1.00
수준	29603	12835	5	4	1.00
늘어난	29603	12835	5	4	1.00
스타트	29603	12835	5	4	1.00
혼자	29603	12835	5	4	1.00
장기적인	29603	12835	5	4	1.00
설계를	29603	12835	5	4	1.00
하기	29603	12835	5	4	1.00
sol	29603	12835	5	4	1.00
솔	29603	12835	5	4	1.00
인력의	29603	12835	5	4	1.00
판단했을	29603	12835	5	4	1.00
변화를	29603	12835	5	4	1.00
등을	29603	12835	44	21	1.00
교육	29603	12835	39	19	0.99
자립이	29603	12835	9	6	0.99
서비스가	29603	12835	9	6	0.99
년부터	29603	12835	9	6	0.99
개인	29603	12835	9	6	0.99
내용을	29603	12835	9	6	0.99
조성을	29603	12835	9	6	0.99
실효성	29603	12835	9	6	0.99
욕구를	29603	12835	9	6	0.99
홀로서기에	29603	12835	9	6	0.99
비롯한	29603	12835	9	6	0.99
유휴공간에	29603	12835	9	6	0.99
특별법	29603	12835	9	6	0.99
받는다	29603	12835	9	6	0.99
결과가	29603	12835	9	6	0.99
사회	29603	12835	20	11	0.99
우리	29603	12835	20	11	0.99
강조했다	29603	12835	27	14	0.99
인프라	29603	12835	7	5	0.99
주차	29603	12835	7	5	0.99
발달장애인	29603	12835	7	5	0.99
과거	29603	12835	7	5	0.99
대전	29603	12835	7	5	0.99
청년이	29603	12835	7	5	0.99
과정을	29603	12835	7	5	0.99
보조금	29603	12835	7	5	0.99
태양광	29603	12835	7	5	0.99
있도록	29603	12835	54	24	0.97
동시에	29603	12835	18	10	0.96
한다	29603	12835	30	15	0.96
운영하는	29603	12835	16	9	0.94
넘어	29603	12835	21	11	0.91
설치	29603	12835	21	11	0.91
이하	29603	12835	14	8	0.91
때	29603	12835	14	8	0.91
자립수준평가	29603	12835	14	8	0.91
제공	29603	12835	29	14	0.89
6	29603	12835	35	16	0.89
직접	29603	12835	35	16	0.89
이어	29603	12835	19	10	0.89
제도	29603	12835	19	10	0.89
10	29603	12835	36	16	0.88
제도를	29603	12835	12	7	0.88
에이블뉴스	29603	12835	12	7	0.88
차원에서	29603	12835	12	7	0.88
것	29603	12835	33	15	0.87
은	29603	12835	35	15	0.87
7	29603	12835	22	11	0.86
이라며	29603	12835	22	11	0.86
라며	29603	12835	17	9	0.86
전국	29603	12835	25	12	0.85
상용화를	29603	12835	10	6	0.84
이야기를	29603	12835	10	6	0.84
돕는	29603	12835	10	6	0.84
않고	29603	12835	10	6	0.84
경기도가	29603	12835	10	6	0.84
문제가	29603	12835	10	6	0.84
18	29603	12835	30	13	0.84
같은	29603	12835	20	10	0.83
활동	29603	12835	20	10	0.83
강화	29603	12835	20	10	0.83
전문가	29603	12835	15	8	0.82
제공되는	29603	12835	8	5	0.81
그러나	29603	12835	8	5	0.81
000	29603	12835	8	5	0.81
13	29603	12835	8	5	0.81
경우가	29603	12835	8	5	0.81
원에서	29603	12835	8	5	0.81
제도다	29603	12835	8	5	0.81
강서생태마을	29603	12835	8	5	0.81
영역	29603	12835	8	5	0.81
인식	29603	12835	8	5	0.81
40	29603	12835	25	11	0.80
서울	29603	12835	25	11	0.80
또한	29603	12835	21	10	0.80
스마트	29603	12835	13	7	0.79
25	29603	12835	13	7	0.79
특히	29603	12835	13	7	0.79
모든	29603	12835	13	7	0.79
따르면	29603	12835	13	7	0.79
관한	29603	12835	22	10	0.78
중요한	29603	12835	6	4	0.77
이들에게	29603	12835	6	4	0.77
적인	29603	12835	6	4	0.77
예방	29603	12835	6	4	0.77
60	29603	12835	6	4	0.77
이용이	29603	12835	6	4	0.77
미	29603	12835	6	4	0.77
씨가	29603	12835	6	4	0.77
곳이다	29603	12835	6	4	0.77
생활이	29603	12835	6	4	0.77
근본적인	29603	12835	6	4	0.77
에너지공단	29603	12835	6	4	0.77
이들은	29603	12835	6	4	0.77
결국	29603	12835	6	4	0.77
지원도	29603	12835	6	4	0.77
필요성이	29603	12835	6	4	0.77
모두	29603	12835	6	4	0.77
전했다	29603	12835	6	4	0.77
파주시	29603	12835	6	4	0.77
그간	29603	12835	6	4	0.77
주인이	29603	12835	6	4	0.77
사람	29603	12835	16	8	0.77
필요	29603	12835	16	8	0.77
교수	29603	12835	16	8	0.77
때문에	29603	12835	21	9	0.76
재정	29603	12835	20	9	0.76
과정에서	29603	12835	11	6	0.75
월부터	29603	12835	11	6	0.75
모니터링	29603	12835	11	6	0.75
