token	corpus size	all contexts size	frequency	co-frequency	specificity
고도화	2598	1545	1	1	0.23
공정거래자율준수프로그램	2598	1545	1	1	0.23
등급	2598	1545	1	1	0.23
임원급의	2598	1545	1	1	0.23
자율준수관리자를	2598	1545	1	1	0.23
두어	2598	1545	1	1	0.23
물론	2598	1545	1	1	0.23
자율준수편람	2598	1545	1	1	0.23
부패방지경영시스템	2598	1545	1	1	0.23
iso	2598	1545	1	1	0.23
▲자율	2598	1545	1	1	0.23
준수의	2598	1545	1	1	0.23
더불어	2598	1545	1	1	0.23
준수	2598	1545	1	1	0.23
자율공간	2598	1545	1	1	0.23
청소년자율공간	2598	1545	1	1	0.23
‘재생에너지	2598	1545	3	1	-0.53
바탕으로	2598	1545	3	1	-0.53
전기	2598	1545	3	1	-0.53
일	2598	1545	3	1	-0.53
자립준비청년에	2598	1545	3	1	-0.53
결과	2598	1545	3	1	-0.53
500	2598	1545	3	1	-0.53
자립수당이	2598	1545	3	1	-0.53
자립지원을	2598	1545	3	1	-0.53
자립수준평가	2598	1545	3	1	-0.53
군	2598	1545	3	1	-0.53
대구사람장애인자립생활센터가	2598	1545	3	1	-0.53
자립생활이	2598	1545	3	1	-0.53
청소년	2598	1545	3	1	-0.53
1	2598	1545	6	3	-0.55
장애인자립	2598	1545	5	2	-0.63
여성	2598	1545	5	2	-0.63
후	2598	1545	5	2	-0.63
28	2598	1545	5	2	-0.63
장애인복지	2598	1545	4	1	-0.80
경기도누림센터	2598	1545	4	1	-0.80
주거환경개선	2598	1545	4	1	-0.80
복지정책	2598	1545	4	1	-0.80
사회복지공동모금회	2598	1545	4	1	-0.80
배리어프리하우징	2598	1545	4	1	-0.80
자립준비청년들이	2598	1545	4	1	-0.80
은	2598	1545	4	1	-0.80
자립준비청년을	2598	1545	4	1	-0.80
기술적	2598	1545	4	1	-0.80
맥락에서	2598	1545	4	1	-0.80
자립기반	2598	1545	4	1	-0.80
자립준비청년의	2598	1545	6	2	-0.84
자립생활의	2598	1545	6	2	-0.84
대한	2598	1545	8	3	-0.89
위해서는	2598	1545	8	3	-0.89
통해	2598	1545	12	5	-0.98
자립준비청년들의	2598	1545	5	1	-1.10
월	2598	1545	5	1	-1.10
자립정착금	2598	1545	5	1	-1.10
장애인의	2598	1545	5	1	-1.10
자립이	2598	1545	9	3	-1.11
자립생활을	2598	1545	11	4	-1.13
자립의	2598	1545	13	5	-1.16
자립을	2598	1545	28	13	-1.25
어려운	2598	1545	6	1	-1.41
사회	2598	1545	6	1	-1.41
자립	2598	1545	92	47	-1.67
대구사람장애인자립생활센터	2598	1545	16	4	-2.36
사무국장	2598	1545	13	2	-2.88
자립생활	2598	1545	34	11	-3.07
장애인	2598	1545	18	3	-3.67
자립준비청년	2598	1545	30	7	-4.33
자립지원	2598	1545	27	3	-6.68
