token	corpus size	all contexts size	frequency	co-frequency	specificity
aydan	210622	4076	2	1	1.42
bm'nin	210622	4076	2	1	1.42
manası	210622	4076	2	1	1.42
kelimedir	210622	4076	2	1	1.42
kelimesiyle	210622	4076	2	1	1.42
sorumluluklarının	210622	4076	2	1	1.42
taban	210622	4076	2	1	1.42
tabana	210622	4076	2	1	1.42
leninist	210622	4076	2	1	1.42
rahatça	210622	4076	2	1	1.42
kullanılabilmesi	210622	4076	2	1	1.42
araştırmalarda	210622	4076	2	1	1.42
kararlarında	210622	4076	2	1	1.42
seçimini	210622	4076	2	1	1.42
açılacak	210622	4076	2	1	1.42
özelliklerini	210622	4076	2	1	1.42
incelendiği	210622	4076	2	1	1.42
eğitimin	210622	4076	2	1	1.42
kazanmasıyla	210622	4076	2	1	1.42
scorecard	210622	4076	2	1	1.42
karışmasını	210622	4076	2	1	1.42
kesilmesi	210622	4076	2	1	1.42
şoklara	210622	4076	2	1	1.42
sözleşmeleri	210622	4076	2	1	1.42
arttıkça	210622	4076	2	1	1.42
sorunlarla	210622	4076	2	1	1.42
koyarak	210622	4076	2	1	1.42
gelebileceği	210622	4076	2	1	1.42
hassasiyetle	210622	4076	2	1	1.42
gerekliliği	210622	4076	2	1	1.42
sunulmuş	210622	4076	2	1	1.42
meclislerinin	210622	4076	2	1	1.42
oluşturulduğu	210622	4076	2	1	1.42
hükümet	210622	4076	2	1	1.42
çiçek	210622	4076	2	1	1.42
kurulabilir	210622	4076	2	1	1.42
temeline	210622	4076	2	1	1.42
cumhuriyet'in	210622	4076	2	1	1.42
özüne	210622	4076	2	1	1.42
nitelikleri	210622	4076	2	1	1.42
bildirgesi	210622	4076	2	1	1.42
tıklayın	210622	4076	2	1	1.42
itibariyle	210622	4076	2	1	1.42
yetme	210622	4076	2	1	1.42
durumudur	210622	4076	2	1	1.42
niteliklerine	210622	4076	2	1	1.42
hizmetlerin	210622	4076	2	1	1.42
hedeflendiği	210622	4076	2	1	1.42
uygulanır	210622	4076	2	1	1.42
idarelerin	210622	4076	2	1	1.42
feodalizmden	210622	4076	2	1	1.42
içerisindedir	210622	4076	2	1	1.42
başlıkları	210622	4076	2	1	1.42
edilebildiği	210622	4076	2	1	1.42
fıkrasında	210622	4076	2	1	1.42
kurallarını	210622	4076	2	1	1.42
lokal	210622	4076	2	1	1.42
koşulların	210622	4076	2	1	1.42
imzalamıştır	210622	4076	2	1	1.42
3723	210622	4076	2	1	1.42
yürürlük	210622	4076	2	1	1.42
belirlemiştir	210622	4076	2	1	1.42
i̇dareler	210622	4076	2	1	1.42
programlarının	210622	4076	2	1	1.42
sekelistan'ın	210622	4076	2	1	1.42
yurttaş	210622	4076	2	1	1.42
gösterilerinin	210622	4076	2	1	1.42
jen	210622	4076	2	1	1.42
tartışmalarda	210622	4076	2	1	1.42
bahsetti	210622	4076	2	1	1.42
günü'nde	210622	4076	2	1	1.42
romanya'da	210622	4076	2	1	1.42
girişim	210622	4076	2	1	1.42
görüşmeleri	210622	4076	2	1	1.42
toplumların	210622	4076	2	1	1.42
lvstyrelsedagen	210622	4076	2	1	1.42
eylemlerini	210622	4076	2	1	1.42
süreçlerinin	210622	4076	2	1	1.42
konusuydu	210622	4076	2	1	1.42
kolektivist	210622	4076	2	1	1.42
vurgu	210622	4076	2	1	1.42
konusuna	210622	4076	2	1	1.42
oluşumuna	210622	4076	2	1	1.42
teorize	210622	4076	2	1	1.42
kültürlülük	210622	4076	2	1	1.42
ayrımının	210622	4076	2	1	1.42
yasalarına	210622	4076	2	1	1.42
hediye	210622	4076	2	1	1.42
savaştı	210622	4076	2	1	1.42
anlaşıldı	210622	4076	2	1	1.42
sscb'ye	210622	4076	2	1	1.42
fahrettin	210622	4076	2	1	1.42
gelmeleri	210622	4076	2	1	1.42
verilmekte	210622	4076	2	1	1.42
metlerin	210622	4076	2	1	1.42
katalonya'da	210622	4076	2	1	1.42
kazandılar	210622	4076	2	1	1.42
madrid'e	210622	4076	2	1	1.42
generalitat	210622	4076	2	1	1.42
katalonya'yı	210622	4076	2	1	1.42
jordi	210622	4076	2	1	1.42
akkerman	210622	4076	2	1	1.42
teyit	210622	4076	2	1	1.42
yöneticiler	210622	4076	2	1	1.42
kısm	210622	4076	2	1	1.42
güçlenmesine	210622	4076	2	1	1.42
azami	210622	4076	2	1	1.42
öze	210622	4076	2	1	1.42
özü	210622	4076	2	1	1.42
muhtariyetin	210622	4076	2	1	1.42
başlanmasından	210622	4076	2	1	1.42
özerlik	210622	4076	2	1	1.42
yönetebilmesini	210622	4076	2	1	1.42
olmakta	210622	4076	2	1	1.42
kurumunun	210622	4076	2	1	1.42
getirilmektedir	210622	4076	2	1	1.42
bulunulan	210622	4076	2	1	1.42
sağlanabilmesi	210622	4076	2	1	1.42
bürokrasisi	210622	4076	2	1	1.42
yetkiler	210622	4076	2	1	1.42
bürokrasisinin	210622	4076	2	1	1.42
işlemesine	210622	4076	2	1	1.42
yaklaşımının	210622	4076	2	1	1.42
açılım	210622	4076	2	1	1.42
kesimlerini	210622	4076	2	1	1.42
dayatmaya	210622	4076	2	1	1.42
çalışmaktadırlar	210622	4076	2	1	1.42
kitlelerinin	210622	4076	2	1	1.42
lanse	210622	4076	2	1	1.42
söyledikleri	210622	4076	2	1	1.42
düştüğü	210622	4076	2	1	1.42
yönelmek	210622	4076	2	1	1.42
kongreleri	210622	4076	2	1	1.42
bütünüyle	210622	4076	2	1	1.42
masaya	210622	4076	2	1	1.42
bağları	210622	4076	2	1	1.42
bitirilmesi	210622	4076	2	1	1.42
federasyonlara	210622	4076	2	1	1.42
geçirerek	210622	4076	2	1	1.42
kendilerinden	210622	4076	2	1	1.42
hükümleri	210622	4076	2	1	1.42
kuracak	210622	4076	2	1	1.42
maddesinde	210622	4076	2	1	1.42
olamayan	210622	4076	2	1	1.42
bağlayıcılığı	210622	4076	2	1	1.42
kıtasal	210622	4076	2	1	1.42
yapılarının	210622	4076	2	1	1.42
hedeflediği	210622	4076	2	1	1.42
isterse	210622	4076	2	1	1.42
konumundan	210622	4076	2	1	1.42
emperyal	210622	4076	2	1	1.42
planlarına	210622	4076	2	1	1.42
uygulamadıkları	210622	4076	2	1	1.42
görmezden	210622	4076	2	1	1.42
bölücüler	210622	4076	2	1	1.42
vermeleri	210622	4076	2	1	1.42
oluşumun	210622	4076	2	1	1.42
i̇syanı'nın	210622	4076	2	1	1.42
düşünülür	210622	4076	2	1	1.42
röportajda	210622	4076	2	1	1.42
suriye'den	210622	4076	2	1	1.42
erdel	210622	4076	2	1	1.42
desteklemektedir	210622	4076	2	1	1.42
ilkesini	210622	4076	2	1	1.42
koruyacak	210622	4076	2	1	1.42
harekettir	210622	4076	2	1	1.42
sırplara	210622	4076	2	1	1.42
bedenim	210622	4076	2	1	1.42
kararım	210622	4076	2	1	1.42
choice	210622	4076	2	1	1.42
kürtaj	210622	4076	2	1	1.42
tartışmalarında	210622	4076	2	1	1.42
ssc'si	210622	4076	2	1	1.42
komisyon	210622	4076	2	1	1.42
moldavya	210622	4076	2	1	1.42
moldova'daki	210622	4076	2	1	1.42
güneyindeki	210622	4076	2	1	1.42
açıklandı	210622	4076	2	1	1.42
sosyoekonomik	210622	4076	2	1	1.42
ekleyerek	210622	4076	2	1	1.42
yorumlandığı	210622	4076	2	1	1.42
benliktir	210622	4076	2	1	1.42
alabilmesi	210622	4076	2	1	1.42
kanada'nın	210622	4076	2	1	1.42
kötü	210622	4076	17	2	1.42
kaynaklar	210622	4076	17	2	1.42
tip	210622	4076	17	2	1.42
dilleri	210622	4076	17	2	1.42
geldiği	210622	4076	17	2	1.42
90	210622	4076	42	3	1.41
1991	210622	4076	43	3	1.39
temel	210622	4076	109	5	1.38
bağımsızlığı	210622	4076	18	2	1.38
1939	210622	4076	18	2	1.38
belirleme	210622	4076	18	2	1.38
ülkede	210622	4076	44	3	1.37
herhangi	210622	4076	45	3	1.34
ettiği	210622	4076	45	3	1.34
gelişim	210622	4076	19	2	1.34
açılan	210622	4076	19	2	1.34
yapmak	210622	4076	19	2	1.34
benzeri	210622	4076	19	2	1.34
destekli	210622	4076	19	2	1.34
siyasi	210622	4076	151	6	1.34
yerine	210622	4076	114	5	1.32
hiçbir	210622	4076	46	3	1.32
öne	210622	4076	47	3	1.30
yüzden	210622	4076	20	2	1.30
benlik	210622	4076	81	4	1.29
ayrı	210622	4076	48	3	1.28
i̇ngiltere	210622	4076	48	3	1.28
örgüt	210622	4076	21	2	1.27
korumak	210622	4076	21	2	1.27
sistemi	210622	4076	83	4	1.26
görünür	210622	4076	3	1	1.25
istikrarı	210622	4076	3	1	1.25
gazze'deki	210622	4076	3	1	1.25
donatılarak	210622	4076	3	1	1.25
gücünde	210622	4076	3	1	1.25
panayotis	210622	4076	3	1	1.25
inanıyordu	210622	4076	3	1	1.25
ğıt	210622	4076	3	1	1.25
türkçede	210622	4076	3	1	1.25
fikrinin	210622	4076	3	1	1.25
uyulması	210622	4076	3	1	1.25
farklar	210622	4076	3	1	1.25
engelleyen	210622	4076	3	1	1.25
kamusal	210622	4076	3	1	1.25
krizlere	210622	4076	3	1	1.25
akademisyen	210622	4076	3	1	1.25
düşünüldüğünde	210622	4076	3	1	1.25
programında	210622	4076	3	1	1.25
sorununda	210622	4076	3	1	1.25
taslağı	210622	4076	3	1	1.25
lakin	210622	4076	3	1	1.25
baydemir	210622	4076	3	1	1.25
sözcüsü	210622	4076	3	1	1.25
hoş	210622	4076	3	1	1.25
konulan	210622	4076	3	1	1.25
tanımlıyor	210622	4076	3	1	1.25
yerelde	210622	4076	3	1	1.25
salt	210622	4076	3	1	1.25
düşüyor	210622	4076	3	1	1.25
demektir	210622	4076	3	1	1.25
yürütülmesi	210622	4076	3	1	1.25
kapitalizme	210622	4076	3	1	1.25
hür	210622	4076	3	1	1.25
olgusu	210622	4076	3	1	1.25
makamların	210622	4076	3	1	1.25
tanıdığı	210622	4076	3	1	1.25
koşullara	210622	4076	3	1	1.25
nedenler	210622	4076	3	1	1.25
ayrılabilir	210622	4076	3	1	1.25
macarları	210622	4076	3	1	1.25
szl	210622	4076	3	1	1.25
yürüyüşü	210622	4076	3	1	1.25
desteklendi	210622	4076	3	1	1.25
sekeller	210622	4076	3	1	1.25
özelliklerinden	210622	4076	3	1	1.25
i̇sveççe	210622	4076	3	1	1.25
sj	210622	4076	3	1	1.25
günlerinde	210622	4076	3	1	1.25
yeterlik	210622	4076	3	1	1.25
gereksinim	210622	4076	3	1	1.25
kendinin	210622	4076	3	1	1.25
görünse	210622	4076	3	1	1.25
toplumlar	210622	4076	3	1	1.25
görülmediği	210622	4076	3	1	1.25
formda	210622	4076	3	1	1.25
benzersiz	210622	4076	3	1	1.25
yusuf	210622	4076	3	1	1.25
tel	210622	4076	3	1	1.25
hareketlerde	210622	4076	3	1	1.25
i̇spanya'yı	210622	4076	3	1	1.25
teklif	210622	4076	3	1	1.25
galiçyaca	210622	4076	3	1	1.25
başarmıştır	210622	4076	3	1	1.25
bırakılırken	210622	4076	3	1	1.25
anayasasına	210622	4076	3	1	1.25
yitirdi	210622	4076	3	1	1.25
yapılmasına	210622	4076	3	1	1.25
yaşamaktaydı	210622	4076	3	1	1.25
1852	210622	4076	3	1	1.25
gözetiminde	210622	4076	3	1	1.25
kazanmıştı	210622	4076	3	1	1.25
düzenlemeleri	210622	4076	3	1	1.25
başlamışlardır	210622	4076	3	1	1.25
makama	210622	4076	3	1	1.25
edebilme	210622	4076	3	1	1.25
sürülmüştür	210622	4076	3	1	1.25
boyutlara	210622	4076	3	1	1.25
durumlara	210622	4076	3	1	1.25
kısıtlı	210622	4076	3	1	1.25
belirlenebilir	210622	4076	3	1	1.25
hatlarıyla	210622	4076	3	1	1.25
çıkarları	210622	4076	3	1	1.25
günümüzün	210622	4076	3	1	1.25
kullanılmak	210622	4076	3	1	1.25
misakı	210622	4076	3	1	1.25
federasyona	210622	4076	3	1	1.25
açmaya	210622	4076	3	1	1.25
kesimlerinin	210622	4076	3	1	1.25
alınmadan	210622	4076	3	1	1.25
