item	total	count part-1	specif part-1	count part-2	specif part-2
충북	7	2	-0.59	5	0.59
자율인증제를	7	1	-0.91	6	0.91
완전한	7	2	-0.59	5	0.59
시설의	7	4	0.70	3	-0.70
두고	7	4	0.70	3	-0.70
공적	7	1	-0.91	6	0.91
구	7	3	0.53	4	0.53
과정을	7	2	-0.59	5	0.59
삼아	7	2	-0.59	5	0.59
영역	7	1	-0.91	6	0.91
오늘	7	2	-0.59	5	0.59
15	7	2	-0.59	5	0.59
있다는	7	5	1.08	2	-1.08
자료를	7	2	-0.59	5	0.59
과거	7	2	-0.59	5	0.59
보호를	7	4	0.70	3	-0.70
자체	7	2	-0.59	5	0.59
우리는	7	5	1.08	2	-1.08
아직	7	4	0.70	3	-0.70
하면	7	2	-0.59	5	0.59
파악하고	7	1	-0.91	6	0.91
발생	7	3	0.53	4	0.53
거주	7	1	-0.91	6	0.91
ces	7	7	2.73	0	-2.73
방식을	7	2	-0.59	5	0.59
모여	7	3	0.53	4	0.53
아니다	7	1	-0.91	6	0.91
마음	7	7	2.73	0	-2.73
활용하는	7	0	-1.59	7	1.59
발달장애인	7	0	-1.59	7	1.59
월에는	7	0	-1.59	7	1.59
보호대상아동	7	0	-1.59	7	1.59
조의	7	0	-1.59	7	1.59
세가	7	0	-1.59	7	1.59
후에도	7	0	-1.59	7	1.59
퇴소한	7	0	-1.59	7	1.59
확대	7	0	-1.59	7	1.59
대전	7	0	-1.59	7	1.59
경기	7	0	-1.59	7	1.59
외	7	0	-1.59	7	1.59
0	7	0	-1.59	7	1.59
공제	7	0	-1.59	7	1.59
자조모임	7	0	-1.59	7	1.59
에이블뉴스	7	0	-1.59	7	1.59
도움이	7	0	-1.59	7	1.59
지인	7	0	-1.59	7	1.59
활동하는	7	0	-1.59	7	1.59
발표한	7	0	-1.59	7	1.59
못한	7	0	-1.59	7	1.59
정보들이	7	0	-1.59	7	1.59
멘토	7	0	-1.59	7	1.59
설립한	7	0	-1.59	7	1.59
협회로	7	0	-1.59	7	1.59
함께하는	7	0	-1.59	7	1.59
단체이다	7	0	-1.59	7	1.59
꼭	7	0	-1.59	7	1.59
원으로	7	0	-1.59	7	1.59
탈시설과	7	0	-1.59	7	1.59
자립면담을	7	0	-1.59	7	1.59
자립지원계획	7	0	-1.59	7	1.59
예정	7	0	-1.59	7	1.59
일생생활과	7	0	-1.59	7	1.59
접목하여	7	0	-1.59	7	1.59
자격증	7	0	-1.59	7	1.59
결과가	7	0	-1.59	7	1.59
수당의	7	0	-1.59	7	1.59
금액과	7	0	-1.59	7	1.59
김영심	7	0	-1.59	7	1.59
에서도	7	0	-1.59	7	1.59
보고서	7	0	-1.59	7	1.59
두절인	7	0	-1.59	7	1.59
있으며	6	5	1.40	1	-1.40
사업을	6	5	1.40	1	-1.40
이제	6	3	0.55	3	-0.55
행정	6	6	2.34	0	-2.34
안정적으로	6	4	0.84	2	-0.84
975	6	4	0.84	2	-0.84
실증도시	6	4	0.84	2	-0.84
618	6	4	0.84	2	-0.84
고신뢰	6	4	0.84	2	-0.84
고정밀	6	4	0.84	2	-0.84
222	6	4	0.84	2	-0.84
과학영재학교	6	4	0.84	2	-0.84
126	6	4	0.84	2	-0.84
선택할	6	5	1.40	1	-1.40
보장을	6	1	-0.75	5	0.75
들어	6	2	0.51	4	0.51
공간을	6	4	0.84	2	-0.84
성	6	5	1.40	1	-1.40
기술이	6	6	2.34	0	-2.34
자립형	6	4	0.84	2	-0.84
나온다	6	4	0.84	2	-0.84
투자	6	2	0.51	4	0.51
참여할	6	2	0.51	4	0.51
기반으로	6	3	0.55	3	-0.55
무인	6	5	1.40	1	-1.40
적인	6	3	0.55	3	-0.55
도입을	6	5	1.40	1	-1.40
시스템이	6	1	-0.75	5	0.75
이동	6	4	0.84	2	-0.84
기존	6	3	0.55	3	-0.55
해결할	6	3	0.55	3	-0.55
사실상	6	2	0.51	4	0.51
거쳐	6	2	0.51	4	0.51
지정	6	6	2.34	0	-2.34
앞으로도	6	6	2.34	0	-2.34
전용	6	5	1.40	1	-1.40
교과교실제	6	6	2.34	0	-2.34
융합	6	4	0.84	2	-0.84
나은	6	1	-0.75	5	0.75
이상근	6	6	2.34	0	-2.34
학교별	6	6	2.34	0	-2.34
반영한	6	4	0.84	2	-0.84
연임	6	6	2.34	0	-2.34
조직	6	6	2.34	0	-2.34
공존	6	4	0.84	2	-0.84
미	6	3	0.55	3	-0.55
전환이	6	2	0.51	4	0.51
모델	6	4	0.84	2	-0.84
우수	6	6	2.34	0	-2.34
설계	6	2	0.51	4	0.51
데이터	6	2	0.51	4	0.51
사업재편	6	6	2.34	0	-2.34
절차에	6	6	2.34	0	-2.34
도는	6	2	0.51	4	0.51
곳이다	6	2	0.51	4	0.51
안전하고	6	2	0.51	4	0.51
전했다	6	2	0.51	4	0.51
학년도	6	6	2.34	0	-2.34
바란다	6	4	0.84	2	-0.84
방재단	6	6	2.34	0	-2.34
청년자율방재단과	6	6	2.34	0	-2.34
삼천포대교에서	6	6	2.34	0	-2.34
비산배출시설에	6	6	2.34	0	-2.34
덧붙였다	6	3	0.55	3	-0.55
자치의	6	5	1.40	1	-1.40
도입	6	3	0.55	3	-0.55
인증시험	6	4	0.84	2	-0.84
지필고사	6	4	0.84	2	-0.84
검사	6	4	0.84	2	-0.84
금지된다	6	4	0.84	2	-0.84
자율형	6	2	0.51	4	0.51
9	6	2	0.51	4	0.51
안	6	4	0.84	2	-0.84
한국에너지공단의	6	2	0.51	4	0.51
곳이	6	2	0.51	4	0.51
뽑혔다고	6	2	0.51	4	0.51
지역은	6	2	0.51	4	0.51
강서구	6	2	0.51	4	0.51
상방	6	2	0.51	4	0.51
본녹산	6	2	0.51	4	0.51
방근마을	6	2	0.51	4	0.51
금정구	6	2	0.51	4	0.51
조리마을	6	2	0.51	4	0.51
기장군	6	2	0.51	4	0.51
월평마을로	6	2	0.51	4	0.51
최다	6	2	0.51	4	0.51
친환경에너지마을	6	2	0.51	4	0.51
신재생에너지보급	6	2	0.51	4	0.51
융복합지원	6	2	0.51	4	0.51
주택지원사업을	6	2	0.51	4	0.51
조성된	6	2	0.51	4	0.51
받도록	6	2	0.51	4	0.51
마을단위	6	2	0.51	4	0.51
고도화를	6	2	0.51	4	0.51
진행할	6	2	0.51	4	0.51
조원진기자	6	2	0.51	4	0.51
bscity	6	2	0.51	4	0.51
sedailycom	6	2	0.51	4	0.51
서울경제	6	2	0.51	4	0.51
무단	6	2	0.51	4	0.51
전재	6	2	0.51	4	0.51
추진한	6	4	0.84	2	-0.84
2011	6	4	0.84	2	-0.84
프로젝트는	6	6	2.34	0	-2.34
자립률	6	2	0.51	4	0.51
인증	6	6	2.34	0	-2.34
호	6	2	0.51	4	0.51
73	6	1	-0.75	5	0.75
서면평가	6	1	-0.75	5	0.75
우선지원	6	2	0.51	4	0.51
현판식을	6	2	0.51	4	0.51
생각한다	6	5	1.40	1	-1.40
증가한	6	1	-0.75	5	0.75
편성된	6	1	-0.75	5	0.75
융복합지원사업	6	1	-0.75	5	0.75
노력할	6	2	0.51	4	0.51
관광	6	2	0.51	4	0.51
문제는	6	5	1.40	1	-1.40
늘었다	6	2	0.51	4	0.51
당사자의	6	2	0.51	4	0.51
보장할	6	1	-0.75	5	0.75
중요하다	6	1	-0.75	5	0.75
근본적인	6	1	-0.75	5	0.75
교육이	6	1	-0.75	5	0.75
결국	6	3	0.55	3	-0.55
재난발생	6	6	2.34	0	-2.34
예찰	6	6	2.34	0	-2.34
회장을	6	2	0.51	4	0.51
유공자	6	3	0.55	3	-0.55
지원도	6	1	-0.75	5	0.75
주인이	6	2	0.51	4	0.51
현황	6	1	-0.75	5	0.75
안전을	6	5	1.40	1	-1.40
댓글	6	5	1.40	1	-1.40
실효성	6	3	0.55	3	-0.55
처벌	6	6	2.34	0	-2.34
원에	6	4	0.84	2	-0.84
가능성이	6	4	0.84	2	-0.84
파주시	6	2	0.51	4	0.51
285	6	2	0.51	4	0.51
비율을	6	1	-0.75	5	0.75
상황에서	6	3	0.55	3	-0.55
aa	6	6	2.34	0	-2.34
전사적	6	6	2.34	0	-2.34
공정거래	6	6	2.34	0	-2.34
준법	6	6	2.34	0	-2.34
전담	6	4	0.84	2	-0.84
부패방지경영시스템	6	6	2.34	0	-2.34
iso	6	6	2.34	0	-2.34
37001	6	6	2.34	0	-2.34
체계성을	6	6	2.34	0	-2.34
높였다	6	6	2.34	0	-2.34
더불어	6	2	0.51	4	0.51
physical	6	6	2.34	0	-2.34
원인	6	2	0.51	4	0.51
단순히	6	1	-0.75	5	0.75
쉼터	6	1	-0.75	5	0.75
일상에서	6	1	-0.75	5	0.75
공유	6	3	0.55	3	-0.55
소프트웨어	6	5	1.40	1	-1.40
하나의	6	2	0.51	4	0.51
시민들이	6	3	0.55	3	-0.55
과제로	6	1	-0.75	5	0.75
200	6	3	0.55	3	-0.55
다	6	2	0.51	4	0.51
없다	6	1	-0.75	5	0.75
이들에게	6	0	-1.36	6	1.36
만들기	6	0	-1.36	6	1.36
자립지원계획의	6	0	-1.36	6	1.36
지원대상	6	0	-1.36	6	1.36
년부터	6	0	-1.36	6	1.36
연속하여	6	0	-1.36	6	1.36
보호받은	6	0	-1.36	6	1.36
수당	6	0	-1.36	6	1.36
나머지	6	0	-1.36	6	1.36
이용이	6	0	-1.36	6	1.36
씨가	6	0	-1.36	6	1.36
공간이	6	0	-1.36	6	1.36
활동가는	6	0	-1.36	6	1.36
b	6	0	-1.36	6	1.36
부모의	6	0	-1.36	6	1.36
생활이	6	0	-1.36	6	1.36
장애인거주시설	6	0	-1.36	6	1.36
지원이나	6	0	-1.36	6	1.36
