item	total	count part-1	specif part-1	count part-2	specif part-2
nasıl	6	0	-1.08	6	1.08
yapısında	6	0	-1.08	6	1.08
reform	6	0	-1.08	6	1.08
modeli	6	0	-1.08	6	1.08
yerinden	6	0	-1.08	6	1.08
bayrak	6	0	-1.08	6	1.08
1988	6	0	-1.08	6	1.08
sağlayacak	6	0	-1.08	6	1.08
kazanması	6	0	-1.08	6	1.08
meclis	6	0	-1.08	6	1.08
sınırları	6	0	-1.08	6	1.08
şart	6	0	-1.08	6	1.08
kararların	6	0	-1.08	6	1.08
avrupa'nın	6	0	-1.08	6	1.08
karşımıza	6	0	-1.08	6	1.08
çıkar	6	0	-1.08	6	1.08
1985	6	0	-1.08	6	1.08
imzaya	6	0	-1.08	6	1.08
durumunun	6	0	-1.08	6	1.08
ilkelere	6	0	-1.08	6	1.08
şartı'nın	6	0	-1.08	6	1.08
maddesinin	6	0	-1.08	6	1.08
yürürlüğe	6	0	-1.08	6	1.08
18	6	0	-1.08	6	1.08
30	6	0	-1.08	6	1.08
sekelistan	6	0	-1.08	6	1.08
romanya'nın	6	0	-1.08	6	1.08
13	6	0	-1.08	6	1.08
14	6	0	-1.08	6	1.08
27	6	0	-1.08	6	1.08
1922	6	0	-1.08	6	1.08
oluş	6	0	-1.08	6	1.08
ilişkili	6	0	-1.08	6	1.08
adına	6	0	-1.08	6	1.08
oluşturulan	6	0	-1.08	6	1.08
sonucunda	6	0	-1.08	6	1.08
bölgeye	6	0	-1.08	6	1.08
statüsünün	6	0	-1.08	6	1.08
devletine	6	0	-1.08	6	1.08
kamuoyu	6	0	-1.08	6	1.08
belge	6	0	-1.08	6	1.08
dağılma	6	0	-1.08	6	1.08
yolu	6	0	-1.08	6	1.08
gene	6	0	-1.08	6	1.08
oyununa	6	0	-1.08	6	1.08
ilişkisel	6	0	-1.08	6	1.08
çocuğun	6	0	-1.08	6	1.08
gizle	5	4	1.36	1	-1.36
ad	5	4	1.36	1	-1.36
belirtme	5	4	1.36	1	-1.36
çoğulu	5	4	1.36	1	-1.36
atay	5	3	0.77	2	-0.77
kökenli	5	4	1.36	1	-1.36
saha	5	5	2.35	0	-2.35
ülkelerine	5	3	0.77	2	-0.77
yaklaşık	5	3	0.77	2	-0.77
yunan	5	1	-0.49	4	0.49
durumları	5	1	-0.49	4	0.49
hizmettir	5	1	-0.49	4	0.49
tehlikeli	5	1	-0.49	4	0.49
çekti	5	3	0.77	2	-0.77
tesla	5	5	2.35	0	-2.35
tesla’nın	5	5	2.35	0	-2.35
günlük	5	3	0.77	2	-0.77
hayata	5	1	-0.49	4	0.49
ciddi	5	3	0.77	2	-0.77
kullanıcı	5	5	2.35	0	-2.35
rağmen	5	1	-0.49	4	0.49
pratik	5	5	2.35	0	-2.35
sağlayarak	5	1	-0.49	4	0.49
kavramlar	5	3	0.77	2	-0.77
ek	5	3	0.77	2	-0.77
sistemler	5	5	2.35	0	-2.35
özgürlüğü	5	2	0.48	3	0.48
araç	5	5	2.35	0	-2.35
somut	5	4	1.36	1	-1.36
takip	5	5	2.35	0	-2.35
robotik	5	4	1.36	1	-1.36
harfli	5	5	2.35	0	-2.35
olacaktır	5	4	1.36	1	-1.36
ihtiyaç	5	1	-0.49	4	0.49
ortamında	5	4	1.36	1	-1.36
arada	5	3	0.77	2	-0.77
alanda	5	5	2.35	0	-2.35
ediyor	5	3	0.77	2	-0.77
yapan	5	2	0.48	3	0.48
hedefi	5	2	0.48	3	0.48
stm	5	5	2.35	0	-2.35
sistemleri	5	5	2.35	0	-2.35
çalışmaları	5	3	0.77	2	-0.77
olumlu	5	3	0.77	2	-0.77
ihracat	5	4	1.36	1	-1.36
yerli	5	3	0.77	2	-0.77
yunanca	5	2	0.48	3	0.48
kurumun	5	2	0.48	3	0.48
yapma	5	1	-0.49	4	0.49
modern	5	1	-0.49	4	0.49
öncü	5	4	1.36	1	-1.36
din	5	1	-0.49	4	0.49
yapılar	5	1	-0.49	4	0.49
toplumu	5	4	1.36	1	-1.36
uzaktan	5	5	2.35	0	-2.35
resmen	5	1	-0.49	4	0.49
yaptı	5	1	-0.49	4	0.49
imzaladı	5	1	-0.49	4	0.49
darbe	5	1	-0.49	4	0.49
kasım	5	2	0.48	3	0.48
kürtlerin	5	2	0.48	3	0.48
km	5	1	-0.49	4	0.49
bazında	5	4	1.36	1	-1.36
vermesi	5	4	1.36	1	-1.36
özgü	5	3	0.77	2	-0.77
kapsamaktadır	5	4	1.36	1	-1.36
biyoetik	5	3	0.77	2	-0.77
olmaktadır	5	2	0.48	3	0.48
ilişkisi	5	4	1.36	1	-1.36
kolayca	5	5	2.35	0	-2.35
kalıcı	5	5	2.35	0	-2.35
edebilme	5	2	0.48	3	0.48
hakkında	5	2	0.48	3	0.48
little	5	5	2.35	0	-2.35
learner	5	5	2.35	0	-2.35
and	5	4	1.36	1	-1.36
dair	5	3	0.77	2	-0.77
geliştiren	5	3	0.77	2	-0.77
kavramını	5	4	1.36	1	-1.36
kavramından	5	3	0.77	2	-0.77
türlü	5	2	0.48	3	0.48
mücadelesinin	5	5	2.35	0	-2.35
liderlik	5	1	-0.49	4	0.49
yerlere	5	1	-0.49	4	0.49
eylem	5	4	1.36	1	-1.36
oluşan	5	1	-0.49	4	0.49
rus	5	2	0.48	3	0.48
silahlı	5	4	1.36	1	-1.36
ayrılık	5	5	2.35	0	-2.35
mahk	5	4	1.36	1	-1.36
birine	5	3	0.77	2	-0.77
hareketi	5	1	-0.49	4	0.49
sivil	5	1	-0.49	4	0.49
vb	5	1	-0.49	4	0.49
yıl	5	1	-0.49	4	0.49
ilişkin	5	1	-0.49	4	0.49
ruh	5	5	2.35	0	-2.35
sağlığı	5	5	2.35	0	-2.35
durumun	5	3	0.77	2	-0.77
sosyal	5	1	-0.49	4	0.49
baskılardan	5	1	-0.49	4	0.49
denetimlerden	5	1	-0.49	4	0.49
tanımlar	5	1	-0.49	4	0.49
durumunu	5	1	-0.49	4	0.49
geldiği	5	1	-0.49	4	0.49
başlanmıştır	5	1	-0.49	4	0.49
alınarak	5	1	-0.49	4	0.49
aşamada	5	1	-0.49	4	0.49
kuru	5	0	-0.90	5	0.90
kuruluşlar	5	0	-0.90	5	0.90
etkisi	5	0	-0.90	5	0.90
90	5	0	-0.90	5	0.90
beri	5	0	-0.90	5	0.90
1990	5	0	-0.90	5	0.90
gerektiği	5	0	-0.90	5	0.90
yönetimde	5	0	-0.90	5	0.90
üniversiteleri	5	0	-0.90	5	0.90
farklar	5	0	-0.90	5	0.90
ülkelerde	5	0	-0.90	5	0.90
aykırı	5	0	-0.90	5	0.90
engelleyen	5	0	-0.90	5	0.90
düzenlemeler	5	0	-0.90	5	0.90
belirlenmesi	5	0	-0.90	5	0.90
konuları	5	0	-0.90	5	0.90
uygulanması	5	0	-0.90	5	0.90
i̇skoçya	5	0	-0.90	5	0.90
etkilemektedir	5	0	-0.90	5	0.90
89	5	0	-0.90	5	0.90
kuzey	5	0	-0.90	5	0.90
hedeflemektedir	5	0	-0.90	5	0.90
net	5	0	-0.90	5	0.90
türkiye'nin	5	0	-0.90	5	0.90
çözüm	5	0	-0.90	5	0.90
fransa	5	0	-0.90	5	0.90
birimlerde	5	0	-0.90	5	0.90
adıyla	5	0	-0.90	5	0.90
il	5	0	-0.90	5	0.90
kararları	5	0	-0.90	5	0.90
belediye	5	0	-0.90	5	0.90
yanında	5	0	-0.90	5	0.90
kapsamı	5	0	-0.90	5	0.90
çerçevesini	5	0	-0.90	5	0.90
uygulandığı	5	0	-0.90	5	0.90
demektir	5	0	-0.90	5	0.90
hakim	5	0	-0.90	5	0.90
organlar	5	0	-0.90	5	0.90
tanımlanmış	5	0	-0.90	5	0.90
çıkmış	5	0	-0.90	5	0.90
egemen	5	0	-0.90	5	0.90
toplumlarda	5	0	-0.90	5	0.90
ilkelerine	5	0	-0.90	5	0.90
aşağıdaki	5	0	-0.90	5	0.90
ocak	5	0	-0.90	5	0.90
bölümler	5	0	-0.90	5	0.90
katalonya	5	0	-0.90	5	0.90
talebi	5	0	-0.90	5	0.90
projesini	5	0	-0.90	5	0.90
gösteri	5	0	-0.90	5	0.90
mart'ta	5	0	-0.90	5	0.90
şubat	5	0	-0.90	5	0.90
binlerce	5	0	-0.90	5	0.90
g	5	0	-0.90	5	0.90
i̇kinci	5	0	-0.90	5	0.90
sj	5	0	-0.90	5	0.90
lvstyrelsedagen	5	0	-0.90	5	0.90
kurumlarının	5	0	-0.90	5	0.90
verilmiş	5	0	-0.90	5	0.90
temmuz	5	0	-0.90	5	0.90
federal	5	0	-0.90	5	0.90
17	5	0	-0.90	5	0.90
şehir	5	0	-0.90	5	0.90
kurucu	5	0	-0.90	5	0.90
hüseyin	5	0	-0.90	5	0.90
kuruldu	5	0	-0.90	5	0.90
galiçya'nın	5	0	-0.90	5	0.90
1931	5	0	-0.90	5	0.90
kazandı	5	0	-0.90	5	0.90
sosyalist	5	0	-0.90	5	0.90
idaresi	5	0	-0.90	5	0.90
yönetiminin	5	0	-0.90	5	0.90
ülkeden	5	0	-0.90	5	0.90
güneydoğu	5	0	-0.90	5	0.90
i̇mparatorluğu	5	0	-0.90	5	0.90
içermektedir	5	0	-0.90	5	0.90
zorla	5	0	-0.90	5	0.90
projesinin	5	0	-0.90	5	0.90
türkiye’ye	5	0	-0.90	5	0.90
güçler	5	0	-0.90	5	0.90
ulusal-üniter-merkezi	5	0	-0.90	5	0.90
çubuğuna	4	4	1.88	0	-1.88
taşı	4	4	1.88	0	-1.88
tartışma	4	1	0.41	3	0.41
vikisözlük	4	3	0.99	1	-0.99
sitesinden	4	3	0.99	1	-0.99
konu	4	2	0.52	2	-0.52
dile	4	3	0.99	1	-0.99
getiren	4	3	0.99	1	-0.99
görüyoruz	4	4	1.88	0	-1.88
ardından	4	1	0.41	3	0.41
metre	4	4	1.88	0	-1.88
göstermiştir	4	2	0.52	2	-0.52
çıkmıştır	4	3	0.99	1	-0.99
yaklaşımı	4	4	1.88	0	-1.88
vardı	4	2	0.52	2	-0.52
hava	4	4	1.88	0	-1.88
sonraki	4	1	0.41	3	0.41
kontrolünü	4	3	0.99	1	-0.99
henüz	4	1	0.41	3	0.41
geliştirdiği	4	2	0.52	2	-0.52
onayı	4	2	0.52	2	-0.52
hizmetlerini	4	1	0.41	3	0.41
pazar	4	1	0.41	3	0.41
yaklaşım	4	4	1.88	0	-1.88
oluşturma	4	1	0.41	3	0.41
denge	4	1	0.41	3	0.41
neden	4	2	0.52	2	-0.52
başlangıç	4	4	1.88	0	-1.88
adil	4	1	0.41	3	0.41
etmeye	4	3	0.99	1	-0.99
sarig	4	3	0.99	1	-0.99
robot	4	3	0.99	1	-0.99
yaptığı	4	3	0.99	1	-0.99
i̇çerisinde	4	4	1.88	0	-1.88
otopark	4	4	1.88	0	-1.88
sonunda	4	1	0.41	3	0.41
yaklaşımının	4	1	0.41	3	0.41
yemek	4	4	1.88	0	-1.88
espresso	4	4	1.88	0	-1.88
sistemlerin	4	4	1.88	0	-1.88
dışarıdan	4	3	0.99	1	-0.99
analiz	4	4	1.88	0	-1.88
engelleri	4	3	0.99	1	-0.99
aracı	4	4	1.88	0	-1.88
hayat	4	4	1.88	0	-1.88
platformlar	4	4	1.88	0	-1.88
sağlayan	4	1	0.41	3	0.41
sürü	4	4	1.88	0	-1.88
